PeakID (cmd=annotatePeaks.pl ../chip_output/macs2_output/SRR21586222_summits.bed mm10 -gtf ../chip_output/tmp/mm10.ncbiRefSeq.gtf)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
SRR21586222_peak_26021	chr2	91265150	91265150	+	16.8318	NA	promoter-TSS (NM_001166024.1)	-promoter-TSS (NM_001166024.1)	35	NM_023854.2	Arfgap2	NM_001166024			Arfgap2			
SRR21586222_peak_11203a	chr13	7169558	7169558	+	16.8318	NA	intron (XR_003950581.1, intron 1 of 4)	-intron (XR_003950581.1, intron 1 of 4)	-3954	XR_873114.2	Gm35925	XR_003950581			Gm35925			
SRR21586222_peak_21359	chr17	84758510	84758510	+	16.8318	NA	intron (XM_011246643.3, intron 3 of 26)	-intron (NM_028233.2, intron 14 of 37)	8571	XM_011246643.3	Lrpprc	NM_028233			Lrpprc			
SRR21586222_peak_20716	chr17	48616376	48616376	+	16.8318	NA	Intergenic	Intergenic	-1447	XR_003952444.1	Gm24071	XR_003952444			Gm24071			
SRR21586222_peak_10968	chr12	110882468	110882468	+	16.8306	NA	intron (NM_027223.1, intron 2 of 5)	-intron (NM_026048.4, intron 2 of 4)	6677	NM_027223.1	Cinp	NM_027223			Cinp			
SRR21586222_peak_29093b	chr3	86335671	86335671	+	16.8306	NA	intron (XM_006502352.4, intron 22 of 40)	-intron (NM_001077687.1, intron 22 of 50)	26766	XR_867409.2	Gm40083	XR_867409			Gm40083			
SRR21586222_peak_29699a	chr3	103102502	103102502	+	16.8283	NA	promoter-TSS (NM_001384113.1)	-promoter-TSS (NM_001384113.1)	-145	XM_006501605.4	Dennd2c	XM_006501602			Dennd2c			
SRR21586222_peak_9170	chr12	3441062	3441062	+	16.8271	NA	intron (Gm31332, intron 1 of 1)	-intron (Gm31332, intron 1 of 1)	-1444	XM_006515241.2	Asxl2	XM_030246968			Asxl2			
SRR21586222_peak_27970	chr2	181929242	181929242	+	16.8268	NA	Intergenic	Intergenic	14744	XR_867165.1	Gm40034	XR_867165			Gm40034			
SRR21586222_peak_48457b	chrX	101396694	101396694	+	16.8257	NA	Intergenic	Intergenic	12962	NM_001302497.1	Gjb1	XM_030251227			Gjb1			
SRR21586222_peak_13553	chr14	11966043	11966043	+	16.8255	NA	intron (XM_006517956.4, intron 4 of 28)	-intron (NM_008981.3, intron 4 of 29)	-223900	NM_001347593.1	Ptprg	NM_008981			Ptprg			
SRR21586222_peak_8943	chr11	117083888	117083888	+	16.8233	NA	Intergenic	Intergenic	6540	NR_105853.1	Mir6516	NR_105853			Mir6516			
SRR21586222_peak_20316c	chr17	35505107	35505107	+	16.8232	NA	promoter-TSS (NM_013633.3_3)	-promoter-TSS (NM_013633.3_3)	630	XR_385564.3	Gm32362	XR_385564			Gm32362			
SRR21586222_peak_3313	chr10	4386758	4386758	+	16.8122	NA	intron (NM_001033466.3, intron 1 of 2)	-intron (NM_001033466.3, intron 1 of 2)	717	NM_001359811.1	Zbtb2	NM_001033466			Zbtb2			
SRR21586222_peak_32145b	chr4	116627455	116627455	+	16.8097	NA	promoter-TSS (NM_001081475.1)	-promoter-TSS (NM_001081475.1)	42	NM_001081475.1	Nasp	NM_001284229			Nasp			
SRR21586222_peak_36000b	chr5	123150005	123150005	+	16.8097	NA	intron (XM_006530238.4, intron 6 of 16)	-intron (NM_001040398.2, intron 6 of 16)	7812	NM_001040398.2	Setd1b	XM_006530238			Setd1b			
SRR21586222_peak_210	chr1	13094168	13094168	+	16.8084	NA	intron (XR_865187.1, intron 2 of 2)	-intron (XR_865187.1, intron 2 of 2)	10791	XR_865187.1	Gm39592	XR_865187			Gm39592			
SRR21586222_peak_39869c	chr7	26593316	26593316	+	16.8084	NA	Intergenic	Intergenic	18762	NM_134231.1	Vmn1r185	NM_134231			Vmn1r185			
SRR21586222_peak_48187c	chrX	73787053	73787053	+	16.8059	NA	promoter-TSS (NM_001166480.2)	-promoter-TSS (NM_001166480.2)	30	NM_001358212.1	Ssr4	NM_001358213			Ssr4			
SRR21586222_peak_30446	chr3	156414719	156414719	+	16.7991	NA	Intergenic	Intergenic	-34072	XR_376281.3	Gm33311	XR_376281			Gm33311			
SRR21586222_peak_18499	chr16	35904468	35904468	+	16.7991	NA	Intergenic	Intergenic	13051	Gm41467	Gm41467	Gm41467			Gm41467			NA
SRR21586222_peak_16610	chr15	76477470	76477470	+	16.7991	NA	promoter-TSS (NM_013481.2)	-promoter-TSS (NM_013481.2)	15	XM_006520476.4	Hsf1	NM_001331214			Hsf1			
SRR21586222_peak_12086a	chr13	54687141	54687141	+	16.7979	NA	exon (XM_030247098.1, exon 1 of 11)	-exon (XM_030247098.1, exon 1 of 11)	309	XM_030247098.1	Rnf44	XM_030247098			Rnf44			
SRR21586222_peak_46566a	chr9	78175465	78175465	+	16.7979	NA	promoter-TSS (NR_040401.1)	-promoter-TSS (NR_040401.1)	168	NR_030687.1	Rn7sk	NR_030687			Rn7sk			
SRR21586222_peak_6456b	chr11	27222545	27222545	+	16.7925	NA	Intergenic	Intergenic	96433	XR_003949939.1	Gm25387	XR_003949939			Gm25387			
SRR21586222_peak_797b	chr1	54485093	54485093	+	16.7925	NA	intron (NM_001163314.2, intron 25 of 26)	-intron (NM_001163314.2, intron 25 of 26)	-28307	NM_001378419.1	Gm34066	NM_001378419			Gm34066			
SRR21586222_peak_10776a	chr12	101083096	101083096	+	16.7922	NA	exon (NM_001160214.1, exon 1 of 15)	-exon (NM_001160214.1, exon 1 of 15)	530	XM_017315174.2	Ppp4r3a	XM_017315174			Ppp4r3a			
SRR21586222_peak_42468a	chr8	9357871	9357871	+	16.7921	NA	intron (NM_173446.2, intron 1 of 2)	-intron (NM_001347127.1, intron 1 of 3)	190315	XR_870129.3	Gm39128	XR_870130			Gm39128			
SRR21586222_peak_11934a	chr13	48252609	48252609	+	16.7921	NA	intron (NR_102303.1, intron 1 of 2)	-intron (NR_102303.1, intron 1 of 2)	-8507	NM_031166.3	Id4	NM_031166			Id4			
SRR21586222_peak_41435b	chr7	105400159	105400159	+	16.7921	NA	promoter-TSS (NM_001242363.2)	-promoter-TSS (NM_001242363.2)	-17	XM_030243034.1	Fam160a2	XR_378277			Fam160a2			
SRR21586222_peak_35190	chr5	93093239	93093239	+	16.7921	NA	promoter-TSS (NM_001009818.2)	-promoter-TSS (NM_001009818.2)	-177	XM_006535108.4	Septin11	NM_001310671			Septin11			
SRR21586222_peak_31084	chr4	41755633	41755633	+	16.7917	NA	promoter-TSS (NM_001302511.2)	-promoter-TSS (NM_001302511.2)	116	NM_001369140.1	Galt	NM_001369147			Galt			
SRR21586222_peak_23607	chr19	21653005	21653005	+	16.7916	NA	promoter-TSS (NM_025423.2)	-promoter-TSS (NM_025423.2)	-214	NM_025423.2	1110059E24Rik	NM_025423			1110059E24Rik			
SRR21586222_peak_46413c	chr9	71196442	71196442	+	16.7916	NA	intron (NR_110517.1, intron 5 of 5)	-intron (NR_110517.1, intron 5 of 5)	18799	NR_110519.1	Gm3458	NR_110519			Gm3458			
SRR21586222_peak_5965a	chr11	6625992	6625992	+	16.7901	NA	promoter-TSS (NM_001130457.2)	-promoter-TSS (NM_001130457.2)	75	NM_001130457.2	Tbrg4	NM_001130457			Tbrg4			
SRR21586222_peak_268b	chr1	16867590	16867590	+	16.7811	NA	Intergenic	Intergenic	-97452	Gm5828	Gm5828	Gm5828			Gm5828			NA
SRR21586222_peak_29183	chr3	88512622	88512622	+	16.7806	NA	Intergenic	Intergenic	-2690	XM_006501073.1	Lmna	NM_019390			Lmna			
SRR21586222_peak_24447a	chr2	3283787	3283787	+	16.7788	NA	promoter-TSS (NM_001290368.1)	-promoter-TSS (NM_001290368.1)	-425	NM_001290369.1	Nmt2	NM_008708			Nmt2			
SRR21586222_peak_42812	chr8	25771212	25771212	+	16.7788	NA	exon (NM_026121.3, exon 3 of 5)	-exon (NM_026121.3, exon 3 of 5)	5301	Gm19075	Gm19075	Gm19075			Gm19075			NA
SRR21586222_peak_39344	chr7	4004073	4004073	+	16.7788	NA	Intergenic	Intergenic	-9567	Gm15928	Gm15928	Gm15928			Gm15928			NA
SRR21586222_peak_25655a	chr2	69722960	69722960	+	16.7765	NA	promoter-TSS (NM_001081086.1)	-promoter-TSS (NM_001081086.1)	-128	NM_001081086.1	Ppig	XM_006499185			Ppig			
SRR21586222_peak_37980	chr6	86323167	86323167	+	16.7765	NA	Intergenic	Intergenic	-10829	Gm10443	Gm10443	Gm10443			Gm10443			NA
SRR21586222_peak_15715	chr15	19377680	19377680	+	16.7755	NA	Intergenic	Intergenic	78753	Gm8341	Gm8341	Gm8341			Gm8341			NA
SRR21586222_peak_18901	chr16	69209019	69209019	+	16.7755	NA	Intergenic	Intergenic	209573	Gm18496	Gm18496	Gm18496			Gm18496			NA
SRR21586222_peak_31944	chr4	104813777	104813777	+	16.7755	NA	Intergenic	Intergenic	-21524	XM_017320219.2	Fyb2	NM_001285953			Fyb2			
SRR21586222_peak_561	chr1	37864840	37864840	+	16.7755	NA	promoter-TSS (XM_017319581.2)	-promoter-TSS (XM_017319581.2)	32	XR_001783692.2	Tsga10	NM_207228			Tsga10			
SRR21586222_peak_4480b	chr10	67100452	67100452	+	16.7732	NA	intron (XM_006513041.3, intron 1 of 25)	-intron (XM_006513041.3, intron 1 of 25)	3443	XM_006513041.3	Jmjd1c	XM_030244814			Jmjd1c			
SRR21586222_peak_4407	chr10	62894512	62894512	+	16.7719	NA	promoter-TSS (XR_003949061.1)	-promoter-TSS (XR_003949061.1)	-998	XR_003949061.1	Gm26479	XR_003949061			Gm26479			
SRR21586222_peak_41031b	chr7	80844327	80844327	+	16.7704	NA	Intergenic	Intergenic	-16410	XM_006540811.3	Zscan2	XM_006540810			Zscan2			
SRR21586222_peak_14084	chr14	34713037	34713037	+	16.7702	NA	intron (XM_006518824.4, intron 4 of 17)	-intron (NM_001004436.4, intron 4 of 18)	-38369	NR_165636.1	5830448L01Rik	NR_165636			5830448L01Rik			
SRR21586222_peak_260b	chr1	16130563	16130563	+	16.7677	NA	intron (NM_133832.3, intron 4 of 5)	-intron (NM_133832.3, intron 4 of 5)	24681	NM_133832.3	Rdh10	NM_133832			Rdh10			
SRR21586222_peak_35333	chr5	104022053	104022053	+	16.7677	NA	promoter-TSS (NM_053262.3)	-promoter-TSS (NM_053262.3)	-257	NM_053262.3	Hsd17b11	NM_053262			Hsd17b11			
SRR21586222_peak_44703	chr8	121887721	121887721	+	16.7677	NA	intron (NM_011404.3, intron 3 of 9)	-intron (NM_011404.3, intron 3 of 9)	19568	XR_879279.2	Gm26812	XR_879277			Gm26812			
SRR21586222_peak_9000c	chr11	117976299	117976299	+	16.7675	NA	Intergenic	Intergenic	-5963	XM_011248707.3	Socs3	NM_007707			Socs3			
SRR21586222_peak_44346b	chr8	106675103	106675103	+	16.7668	NA	Intergenic	Intergenic	-7965	NM_173037.1	Tango6	NM_173037			Tango6			
SRR21586222_peak_21646	chr18	7608821	7608821	+	16.7668	NA	promoter-TSS (NM_001360860.1)	-promoter-TSS (NM_001360860.1)	-667	NM_001360860.1	Mpp7	XM_011247027			Mpp7			
SRR21586222_peak_24138	chr19	44959874	44959874	+	16.7648	NA	intron (XR_386468.4, intron 10 of 19)	-intron (NM_001081225.2, intron 10 of 19)	14852	XR_003952967.1	Gm25482	XR_003952967			Gm25482			
SRR21586222_peak_44096	chr8	92133156	92133156	+	16.7648	NA	Intergenic	Intergenic	93239	XR_003947657.1	Gm24254	XR_003947657			Gm24254			
SRR21586222_peak_14090a	chr14	34892364	34892364	+	16.7648	NA	intron (XM_006518565.3, intron 2 of 14)	-intron (NM_008166.2, intron 2 of 15)	-2245	NR_029774.1	Mir346	NR_029774			Mir346			
SRR21586222_peak_14759b	chr14	67009009	67009009	+	16.764	NA	promoter-TSS (NM_009761.3)	-promoter-TSS (NM_009761.3)	-132	NM_009761.3	Bnip3l	XM_017315807			Bnip3l			
SRR21586222_peak_9766a	chr12	40995800	40995800	+	16.764	NA	Intergenic	Intergenic	24452	Gm18954	Gm18954	Gm18954			Gm18954			NA
SRR21586222_peak_19301a	chr17	5848745	5848745	+	16.764	NA	promoter-TSS (XR_876357.2)	-promoter-TSS (XR_876357.2)	-394	XR_876357.2	Gm35474	XR_876357			Gm35474			
SRR21586222_peak_47809b	chrX	21624559	21624559	+	16.7586	NA	Intergenic	Intergenic	-90341	NM_020049.4	Slc6a14	NM_020049			Slc6a14			
SRR21586222_peak_22631a	chr18	63692244	63692244	+	16.7586	NA	exon (NM_016792.4, exon 1 of 8)	-exon (NM_016792.4, exon 1 of 8)	115	NM_016792.4	Txnl1	NM_016792			Txnl1			
SRR21586222_peak_2578a	chr1	158879925	158879925	+	16.7583	NA	intron (XM_006496824.4, intron 4 of 23)	-intron (NM_001085376.3, intron 3 of 22)	78250	NM_001085376.3	Pappa2	XM_006496824			Pappa2			
SRR21586222_peak_48857b	chrX	151238548	151238548	+	16.7583	NA	intron (XM_030251363.1, intron 11 of 23)	-intron (NM_001271678.1, intron 9 of 21)	-22860	Rpl21-ps15	Rpl21-ps15	Rpl21-ps15			Rpl21-ps15			NA
SRR21586222_peak_37855	chr6	75037167	75037167	+	16.7583	NA	Intergenic	Intergenic	151325	Gm8992	Gm8992	Gm8992			Gm8992			NA
SRR21586222_peak_38339a	chr6	104064763	104064763	+	16.7583	NA	Intergenic	Intergenic	-100079	NR_144494.1	Gm21054	NR_144494			Gm21054			
SRR21586222_peak_31559a	chr4	72146185	72146185	+	16.7562	NA	intron (XM_011249985.3, intron 4 of 16)	-intron (NM_001285529.1, intron 8 of 19)	53081	XM_017320110.2	Tle1	XM_006537761			Tle1			
SRR21586222_peak_39266	chr6	149193745	149193745	+	16.7562	NA	Intergenic	Intergenic	-5033	NR_153963.1_2	Amn1	NM_001381983			Amn1			
SRR21586222_peak_21059a	chr17	70747886	70747886	+	16.746	NA	intron (XM_030249741.1, intron 5 of 10)	-intron (NM_001128180.1, intron 4 of 9)	-30209	XR_003952404.1	Gm36746	XR_003952404			Gm36746			
SRR21586222_peak_40983a	chr7	80129556	80129556	+	16.7455	NA	Intergenic	Intergenic	-10948	XR_003946485.1	Idh2	XR_003946485			Idh2			
SRR21586222_peak_23615	chr19	21784568	21784568	+	16.7447	NA	intron (NM_031997.4, intron 2 of 24)	-intron (NM_001033759.2, intron 1 of 23)	6228	NM_031997.4	Cemip2	NM_001033759			Cemip2			
SRR21586222_peak_28586	chr3	41496934	41496934	+	16.7421	NA	Intergenic	Intergenic	-3735	NR_040385.1	Platr4	NR_040385			Platr4			
SRR21586222_peak_43028b	chr8	36537074	36537074	+	16.7397	NA	Intergenic	Intergenic	30211	XM_017312853.1	Trmt9b	XM_017312853			Trmt9b			
SRR21586222_peak_4227	chr10	55504329	55504329	+	16.7384	NA	Intergenic	Intergenic	379995	Gm46190	Gm46190	Gm46190			Gm46190			NA
SRR21586222_peak_18314	chr16	31081345	31081345	+	16.7384	NA	promoter-TSS (NM_198626.2)	-promoter-TSS (NM_198626.2)	87	XM_030249136.1	Xxylt1	NM_198626			Xxylt1			
SRR21586222_peak_14855d	chr14	72916375	72916375	+	16.7364	NA	Intergenic	Intergenic	-46578	XR_874817.2	Gm41207	XR_874817			Gm41207			
SRR21586222_peak_10676b	chr12	91942956	91942956	+	16.7323	NA	Intergenic	Intergenic	26621	Gm21614	Gm21614	Gm21614			Gm21614			NA
SRR21586222_peak_5834b	chr11	3955105	3955105	+	16.7323	NA	Intergenic	Intergenic	3409	Gm11953	Gm11953	Gm11953			Gm11953			NA
SRR21586222_peak_46589a	chr9	78503439	78503439	+	16.7282	NA	Intergenic	Intergenic	-14278	NR_168563.1	LOC115487230	NR_168563			LOC115487230			
SRR21586222_peak_28535c	chr3	37420406	37420406	+	16.7281	NA	promoter-TSS (NM_001291044.1_3)	-promoter-TSS (NM_001291044.1_3)	95	XM_017319673.1	Spata5	XM_030252736			Spata5			
SRR21586222_peak_38475b	chr6	113696935	113696935	+	16.7281	NA	promoter-TSS (NM_001033463.4)	-promoter-TSS (NM_001033463.4)	-115	NM_001347356.1	Tatdn2	XR_003956225			Tatdn2			
SRR21586222_peak_30013b	chr3	123256644	123256644	+	16.7234	NA	Intergenic	Intergenic	-8157	XM_030252810.1	Sec24d	XM_006502038			Sec24d			
SRR21586222_peak_35697	chr5	115301095	115301095	+	16.7234	NA	promoter-TSS (NM_019682.4)	-promoter-TSS (NM_019682.4)	-25	NR_131932.1	Gm13830	NR_131932			Gm13830			
SRR21586222_peak_17809	chr16	13672046	13672046	+	16.7234	NA	exon (NM_001177552.1, exon 1 of 6)	-exon (NM_001177552.1, exon 1 of 6)	188	NM_025976.5	Bfar	NM_025653			Bfar			
SRR21586222_peak_17973b	chr16	18011527	18011527	+	16.7234	NA	Intergenic	Intergenic	30962	NM_016983.1_2	Vpreb2	XM_017316944			Vpreb2			
SRR21586222_peak_44836b	chr8	124863182	124863182	+	16.7234	NA	promoter-TSS (NM_025615.2)	-promoter-TSS (NM_025615.2)	149	NM_010322.3	Gnpat	NM_010322			Gnpat			
SRR21586222_peak_39739	chr7	19928713	19928713	+	16.7223	NA	Intergenic	Intergenic	-7570	NM_027514.2	Pvr	NM_027514			Pvr			
SRR21586222_peak_9602	chr12	25144710	25144710	+	16.7216	NA	exon (XR_003950180.1, exon 4 of 9)	-exon (XR_003950180.1, exon 4 of 9)	5055	XR_872584.1	Gm36287	XR_003950180			Gm36287			
SRR21586222_peak_17515a	chr15	103272738	103272738	+	16.7216	NA	promoter-TSS (NM_001357748.1)	-promoter-TSS (NM_001357748.1)	-150	NM_001357748.1	Copz1	NM_019817			Copz1			
SRR21586222_peak_19411	chr17	10150307	10150307	+	16.7216	NA	Intergenic	Intergenic	-4055	XR_385215.3	Gm34972	XR_385215			Gm34972			
SRR21586222_peak_6717b	chr11	45424060	45424060	+	16.7216	NA	Intergenic	Intergenic	-143105	Gm12161	Gm12161	Gm12161			Gm12161			NA
SRR21586222_peak_12294	chr13	62760650	62760650	+	16.7214	NA	promoter-TSS (NR_030493.1)	-promoter-TSS (NR_030493.1)	-89	NR_030493.1	Mir713	NR_030493			Mir713			
SRR21586222_peak_28601c	chr3	43557987	43557987	+	16.7212	NA	Intergenic	Intergenic	-166064	Gm18865	Gm18865	Gm18865			Gm18865			NA
SRR21586222_peak_46031	chr9	57765003	57765003	+	16.7212	NA	promoter-TSS (XM_017313060.2)	-promoter-TSS (XM_017313060.2)	80	XM_030243932.1	Clk3	XM_006510739			Clk3			
SRR21586222_peak_3060	chr1	182163165	182163165	+	16.7212	NA	Intergenic	Intergenic	-5067	NM_001166728.1	Vmn1r1	NM_001166728			Vmn1r1			
SRR21586222_peak_43136	chr8	43353669	43353669	+	16.7147	NA	Intergenic	Intergenic	-46660	NM_009556.3	Zfp42	XM_006509316			Zfp42			
SRR21586222_peak_35062b	chr5	86858337	86858337	+	16.7147	NA	Intergenic	Intergenic	5169	Gm21461	Gm21461	Gm21461			Gm21461			NA
SRR21586222_peak_28923b	chr3	69722109	69722109	+	16.7147	NA	promoter-TSS (NM_133787.2)	-promoter-TSS (NM_133787.2)	54	NM_133787.2	Nmd3	NM_133787			Nmd3			
SRR21586222_peak_13414	chr14	6038692	6038692	+	16.7129	NA	promoter-TSS (XM_030248163.1)	-promoter-TSS (XM_030248163.1)	-433	XM_030248163.1	LOC115488283	XM_030248163			LOC115488283			
SRR21586222_peak_28649c	chr3	51223984	51223984	+	16.7095	NA	promoter-TSS (NM_009834.2)	-promoter-TSS (NM_009834.2)	-463	NM_009834.2	Noct	NM_009834			Noct			
SRR21586222_peak_28409	chr3	31016178	31016178	+	16.7069	NA	intron (XM_006535411.4, intron 1 of 16)	-intron (NM_008857.3, intron 1 of 17)	20407	NM_008857.3	Prkci	XM_006535411			Prkci			
SRR21586222_peak_12706b	chr13	76018433	76018433	+	16.7053	NA	exon (NM_001131068.1, exon 1 of 4)	-exon (NM_001131068.1, exon 1 of 4)	129	NM_178916.5	Rfesd	NM_001131068			Rfesd			
SRR21586222_peak_27428	chr2	165914561	165914561	+	16.7053	NA	Intergenic	Intergenic	-15580	XM_006499378.3	Zmynd8	NM_001252587			Zmynd8			
SRR21586222_peak_14924	chr14	76244576	76244576	+	16.7053	NA	exon (XR_383604.3, exon 1 of 2)	-exon (XR_383604.3, exon 1 of 2)	546	XR_383604.3	Gm36583	XR_383604			Gm36583			
SRR21586222_peak_22376	chr18	42308244	42308244	+	16.7053	NA	intron (NM_172626.2, intron 8 of 19)	-intron (NM_172626.2, intron 8 of 19)	32891	NM_172626.2	Rbm27	XM_017317887			Rbm27			
SRR21586222_peak_36916	chr6	7712221	7712221	+	16.7039	NA	Intergenic	Intergenic	-12052	XR_001785192.1	Gm46950	XR_001785192			Gm46950			
SRR21586222_peak_27364	chr2	163995027	163995027	+	16.7039	NA	promoter-TSS (NM_018753.6)	-promoter-TSS (NM_018753.6)	-170	NM_018753.6	Ywhab	NM_018753			Ywhab			
SRR21586222_peak_17576b	chr16	4293572	4293572	+	16.7039	NA	intron (XM_011245806.1, intron 10 of 10)	-intron (NM_001291910.1, intron 11 of 11)	-9265	XR_384625.3	Gm36359	XR_384626			Gm36359			
SRR21586222_peak_23049b	chr18	84589881	84589881	+	16.7038	NA	promoter-TSS (NM_001033341.2)	-promoter-TSS (NM_001033341.2)	-342	XR_877586.2	Zfp407	XM_011247079			Zfp407			
SRR21586222_peak_12041a	chr13	52189812	52189812	+	16.7038	NA	Intergenic	Intergenic	-33056	XR_382371.3	Gm33041	XR_382371			Gm33041			
SRR21586222_peak_13735	chr14	20695101	20695101	+	16.6986	NA	TTS (NM_001168273.1)	-TTS (NM_001168273.1)	133	NM_028428.2	Fut11	NM_028428			Fut11			
SRR21586222_peak_10780d	chr12	101143263	101143263	+	16.6986	NA	Intergenic	Intergenic	-2346	NR_033653.1	Kif4-ps	NR_033653			Kif4-ps			
SRR21586222_peak_45370a	chr9	22353882	22353882	+	16.6986	NA	intron (XM_011242594.1, intron 8 of 17)	-intron (NM_028390.3, intron 15 of 23)	14143	XM_011242594.1	Anln	XM_006510581			Anln			
SRR21586222_peak_1713	chr1	106564661	106564661	+	16.6986	NA	intron (NM_009741.5, intron 1 of 1)	-intron (NM_009741.5, intron 1 of 1)	-18030	NR_106164.1	Mir3473f	NR_106164			Mir3473f			
SRR21586222_peak_43032	chr8	36581265	36581265	+	16.6945	NA	intron (XM_017312892.1, intron 6 of 13)	-intron (NM_001194940.2, intron 10 of 17)	31546	XM_017312892.1	Dlc1	XM_006509166			Dlc1			
SRR21586222_peak_48524b	chrX	104167988	104167988	+	16.6938	NA	intron (XM_030251340.1, intron 2 of 5)	-intron (NM_001077354.3, intron 1 of 4)	33193	XM_006528034.4	Nexmif	XM_030251339			Nexmif			
SRR21586222_peak_36261	chr5	134947120	134947120	+	16.6912	NA	promoter-TSS (NM_009903.2)	-promoter-TSS (NM_009903.2)	-186	NM_009903.2	Cldn4	NM_009903			Cldn4			
SRR21586222_peak_48195b	chrX	73999256	73999256	+	16.6831	NA	Intergenic	Intergenic	-7451	Gm8545	Gm8545	Gm8545			Gm8545			NA
SRR21586222_peak_34243b	chr5	29737694	29737694	+	16.6828	NA	intron (NR_152863.1, intron 1 of 6)	-intron (NM_001037940.4, intron 1 of 9)	1715	NM_001378835.1	Dnajb6	NM_001037940			Dnajb6			
SRR21586222_peak_46399a	chr9	70503275	70503275	+	16.6812	NA	exon (NM_001357494.1, exon 1 of 15)	-exon (NM_001357494.1, exon 1 of 15)	103	XM_006511587.3	Rnf111	XM_011242841			Rnf111			
SRR21586222_peak_12185	chr13	59646868	59646868	+	16.6812	NA	intron (NM_027307.4, intron 6 of 10)	-intron (NM_001035122.2, intron 5 of 9)	28916	NM_001035122.2	Golm1	NM_027307			Golm1			
SRR21586222_peak_25789c	chr2	73892947	73892947	+	16.6812	NA	promoter-TSS (NM_001025093.2)	-promoter-TSS (NM_001025093.2)	-270	XM_030246840.1	Atf2	NM_001284373			Atf2			
SRR21586222_peak_20279b	chr17	34902983	34902983	+	16.6794	NA	intron (XR_876459.1, intron 3 of 25)	-intron (NM_001286573.2_4, intron 3 of 25)	4013	NM_001286573.2_4	Ehmt2	NM_001286573			Ehmt2			
SRR21586222_peak_40248	chr7	34327711	34327711	+	16.6736	NA	Intergenic	Intergenic	-14157	XM_006539896.3	Garre1	XM_006539897			Garre1			
SRR21586222_peak_279b	chr1	17434368	17434368	+	16.6736	NA	Intergenic	Intergenic	-4797	Gm6075	Gm6075	Gm6075			Gm6075			NA
SRR21586222_peak_19560	chr17	15704719	15704719	+	16.6736	NA	promoter-TSS (NM_007690.3)	-promoter-TSS (NM_007690.3)	-248	NM_007690.3	Chd1	NM_007690			Chd1			
SRR21586222_peak_42148	chr7	138864284	138864284	+	16.6717	NA	intron (XM_030242762.1, intron 3 of 9)	-intron (NM_001347618.1, intron 2 of 9)	17672	XM_030242763.1	Ppp2r2d	XM_017322350			Ppp2r2d			
SRR21586222_peak_44633	chr8	119544816	119544816	+	16.6717	NA	intron (XR_878851.2, intron 3 of 19)	-intron (NM_001167910.1, intron 3 of 22)	13649	XM_030243691.1	Mbtps1	NM_019709			Mbtps1			
SRR21586222_peak_2069	chr1	133034214	133034214	+	16.6662	NA	TTS (rna-n-TKctt25)	-TTS (rna-n-TKctt25)	185	rna-n-TKctt25	n-TKctt25	rna-n-TKctt25			n-TKctt25			
SRR21586222_peak_24004	chr19	39971214	39971214	+	16.6662	NA	Intergenic	Intergenic	-21210	NM_010001.2	Cyp2c37	NM_010001			Cyp2c37			
SRR21586222_peak_32359	chr4	122878516	122878516	+	16.6662	NA	intron (NM_007598.5, intron 1 of 12)	-intron (NM_001301067.2, intron 1 of 12)	7560	NM_001301067.2	Cap1	NM_007598			Cap1			
SRR21586222_peak_26968	chr2	151494400	151494400	+	16.6662	NA	exon (NM_001291074.1, exon 1 of 9)	-exon (NM_001291074.1, exon 1 of 9)	218	NM_001291074.1	Nsfl1c	NM_001291074			Nsfl1c			
SRR21586222_peak_20397	chr17	36951743	36951743	+	16.6646	NA	promoter-TSS (NM_029632.3_4)	-promoter-TSS (NM_029632.3_4)	49	NM_029632.3_4	Ppp1r11	NM_029632.3_3			Ppp1r11			
SRR21586222_peak_23901	chr19	36834207	36834207	+	16.6639	NA	promoter-TSS (NM_001163635.1)	-promoter-TSS (NM_001163635.1)	24	XM_011247382.3	Tnks2	XM_006527408			Tnks2			
SRR21586222_peak_34059	chr5	22561191	22561191	+	16.6639	NA	exon (XR_880870.2, exon 3 of 3)	-exon (XR_880870.2, exon 3 of 3)	-2588	NR_163852.1	Gm9057	NR_163852			Gm9057			
SRR21586222_peak_46809b	chr9	96478791	96478791	+	16.6639	NA	promoter-TSS (NM_001311135.1)	-promoter-TSS (NM_001311135.1)	-116	NM_001311135.1	Rnf7	NM_001311135			Rnf7			
SRR21586222_peak_857a	chr1	58423824	58423824	+	16.6632	NA	intron (NR_027854.1, intron 1 of 10)	-intron (NM_001042634.2, intron 1 of 12)	264	NR_027854.1	Clk1	NR_027853			Clk1			
SRR21586222_peak_33742b	chr4	155563945	155563945	+	16.662	NA	exon (NM_001159637.1, exon 1 of 12)	-exon (NM_001159637.1, exon 1 of 12)	130	NM_001159637.1	Nadk	NM_138671			Nadk			
SRR21586222_peak_25605	chr2	65437085	65437085	+	16.662	NA	Intergenic	Intergenic	-21730	XR_374587.2	Gm34739	XR_374587			Gm34739			
